Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
BYND,"Beyond Meat, Inc.",165.17,9930482380.49,n/a,2019,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bynd
JBHT,"J.B. Hunt Transport Services, Inc.",90.87,9881103206.91,n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/jbht
SRPT,"Sarepta Therapeutics, Inc.",130.19,9654092074.92,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srpt
MDB,"MongoDB, Inc.",173.74,9612801909.62,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdb
UBNT,"Ubiquiti Networks, Inc.",135.41,9557415187.1,n/a,2011,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/ubnt
SNY,Sanofi,43.94,9551927745.88,217385702,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sny
TW,Tradeweb Markets Inc.,42.95,9544443361.15,n/a,2019,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tw
DOCU,"DocuSign, Inc.",54.87,9536406000,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/docu
SCZ,iShares MSCI EAFE Small-Cap ETF,57.35,9508630000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/scz
ZG,"Zillow Group, Inc.",45.99,9435727920.78,n/a,2011,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/zg
MYL,Mylan N.V.,18.21,9386564331.12,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myl
QGEN,Qiagen N.V.,41.21,9353268860,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/qgen
SAGE,"Sage Therapeutics, Inc.",181.1,9262848107.8,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sage
IONS,"Ionis Pharmaceuticals, Inc.",64.92,9109768770.48,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ions
CACC,Credit Acceptance Corporation,483.53,9088935168.85,n/a,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cacc
AGNC,AGNC Investment Corp.,16.84,9033184883.36,n/a,2008,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agnc
AGNCB,AGNC Investment Corp.,25.83,9009559715.31,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncb
VMBS,Vanguard Mortgage-Backed Securities ETF,52.85,8982404233.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vmbs
OLED,Universal Display Corporation,185.89,8766747136.6,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/oled
GLPI,"Gaming and Leisure Properties, Inc.",40.73,8743073777.76,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/glpi
FWONK,Liberty Media Corporation,37.8,8736653368.8,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwonk
STNE,StoneCo Ltd.,29.44,8733368875.52,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/stne
AZPN,"Aspen Technology, Inc.",124.66,8597061340.18,n/a,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn
DOX,Amdocs Limited,62.37,8552860470,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dox
FFIV,"F5 Networks, Inc.",142.29,8494035130.44,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv
EEFT,"Euronet Worldwide, Inc.",163.32,8482993667.52,n/a,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/eeft
FWONA,Liberty Media Corporation,36.56,8450054157.76,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwona
SEIC,SEI Investments Company,55.12,8406912486.96,n/a,1981,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/seic
LKQ,LKQ Corporation,26.67,8374224140.52,n/a,n/a,Consumer Services,Motor Vehicles,https://www.nasdaq.com/symbol/lkq
ETSY,"Etsy, Inc.",68.83,8272291288.38,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/etsy
ON,ON Semiconductor Corporation,20,8248274980,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/on
NWS,News Corporation,13.95,8163009397.8,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nws
CY,Cypress Semiconductor Corporation,22.3,8160324810.4,n/a,1986,Technology,Semiconductors,https://www.nasdaq.com/symbol/cy
BPY,Brookfield Property Partners L.P.,19.65,8132323435.35,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/bpy
TECH,Bio-Techne Corp,214.22,8113101147.66,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tech
ZION,Zions Bancorporation N.A.,44.4,8105900607.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/zion
CGNX,Cognex Corporation,47.01,8063937681.45,n/a,1989,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cgnx
NWSA,News Corporation,13.56,7934796231.84,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nwsa
ICLR,ICON plc,146.72,7919412566.24,n/a,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/iclr
TER,"Teradyne, Inc.",46.2,7918467572.4,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ter
COUP,Coupa Software Incorporated,127.05,7847978488.35,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/coup
MASI,Masimo Corporation,147.03,7844939737.44,n/a,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/masi
ALNY,"Alnylam Pharmaceuticals, Inc.",73.44,7824060976.32,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alny
GH,"Guardant Health, Inc.",89.6,7805295142.4,n/a,2018,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/gh
NDSN,Nordson Corporation,135.81,7802319403.17,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ndsn
IEI,iShares 3-7 Year Treasury Bond ETF,125.73,7782687000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iei
NBIX,"Neurocrine Biosciences, Inc.",85.17,7774907231.91,n/a,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nbix
QRVO,"Qorvo, Inc.",64.84,7725655201,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/qrvo
JAZZ,Jazz Pharmaceuticals plc,135.36,7720332318.72,n/a,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jazz
IPGP,IPG Photonics Corporation,144.61,7685129690.13,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/ipgp
ARCC,Ares Capital Corporation,17.98,7664841636,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/arcc
BRKR,Bruker Corporation,48.64,7627558305.28,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/brkr
CG,The Carlyle Group L.P.,22.39,7611056814.03,n/a,2012,Finance,Investment Managers,https://www.nasdaq.com/symbol/cg
IBB,iShares Nasdaq Biotechnology Index Fund,108.62,7587107000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ibb
POOL,Pool Corporation,190.44,7574309560.08,n/a,1995,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/pool
ANGI,ANGI Homeservices Inc.,14.9,7547199300.7,n/a,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/angi
UHAL,Amerco,380.29,7456645698.52,n/a,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/uhal
MIDD,The Middleby Corporation,133.49,7431622708.44,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/midd
WIX,Wix.com Ltd.,149.04,7431527418.48,n/a,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wix
FLIR,"FLIR Systems, Inc.",53.96,7325667013.44,n/a,1993,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/flir
FIVE,"Five Below, Inc.",130.26,7289461102.56,n/a,2012,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/five
VOD,Vodafone Group Plc,16.31,7279537475.63,446323573,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/vod
LAMR,Lamar Advertising Company,84.37,7219362794.93,n/a,1996,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lamr
PODD,Insulet Corporation,119.55,7134175181.1,n/a,2007,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/podd
WWD,"Woodward, Inc.",114.48,7111103559.84,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wwd
ESLT,Elbit Systems Ltd.,159.56,7046505154.68,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt
CONE,CyrusOne Inc,60.77,6877521569.21,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cone
COLM,Columbia Sportswear Company,100.33,6852663208.54,n/a,1998,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/colm
MSG,The Madison Square Garden Company,287.7,6835323327,n/a,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/msg
LPLA,LPL Financial Holdings Inc.,81.6,6808258219.2,n/a,2010,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lpla
HDS,"HD Supply Holdings, Inc.",39.82,6802857520.58,n/a,2013,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/hds
CZR,Caesars Entertainment Corporation,10.05,6760827537.9,n/a,2012,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/czr
IUSG,iShares Core S&P U.S. Growth ETF,63.27,6690802500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iusg
FSLR,"First Solar, Inc.",63.04,6641464782.4,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/fslr
DNKN,"Dunkin&#39; Brands Group, Inc.",79.94,6606678711.92,n/a,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dnkn
LOGI,Logitech International S.A.,39.6,6597302421.6,n/a,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/logi
Z,"Zillow Group, Inc.",46.76,6576020729.88,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/z
RGLD,"Royal Gold, Inc.",99.77,6536896877.28,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/rgld
PBCT,"People&#39;s United Financial, Inc.",16.38,6525144039.96,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbct
SBNY,Signature Bank,118.24,6514529993.28,n/a,2004,Finance,Major Banks,https://www.nasdaq.com/symbol/sbny
TRIP,"TripAdvisor, Inc.",46.75,6499606544.75,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/trip
PRAH,"PRA Health Sciences, Inc.",98.87,6492052561.44,n/a,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/prah
IGIB,iShares Intermediate-Term Corporate Bond ETF,56.79,6482578500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/igib
EWBC,"East West Bancorp, Inc.",44.5,6476775195,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ewbc
STLD,"Steel Dynamics, Inc.",29.08,6462888729.36,n/a,1996,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/stld
BLUE,"bluebird bio, Inc.",117.1,6454933277.6,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/blue
CBSH,"Commerce Bancshares, Inc.",58.17,6428240529.27,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbsh
PFPT,"Proofpoint, Inc.",115.33,6420979873.85,n/a,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/pfpt
PPC,Pilgrim&#39;s Pride Corporation,25.71,6412583443.65,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/ppc
EXEL,"Exelixis, Inc.",21.14,6379361905.84,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exel
NWL,Newell Brands Inc.,15.07,6376117000,n/a,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/nwl
SABR,Sabre Corporation,23,6318361878,n/a,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sabr
AMRN,Amarin Corporation plc,19.4,6256713206,322510990,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amrn
RYAAY,Ryanair Holdings plc,62,6251198174,100825777,1997,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ryaay
GLIBA,"GCI Liberty, Inc.",61.71,6237576265.47,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/gliba
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,49.35,6194539816.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtip
NKTR,Nektar Therapeutics,35.39,6168724553.05,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nktr
MORN,"Morningstar, Inc.",144.52,6164603642.76,n/a,2005,Finance,Investment Managers,https://www.nasdaq.com/symbol/morn
MLNX,"Mellanox Technologies, Ltd.",112.91,6158400110.87,n/a,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/mlnx
GNTX,Gentex Corporation,23.97,6126292581.96,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/gntx
CREE,"Cree, Inc.",57.85,6088610915.4,n/a,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/cree
CDK,"CDK Global, Inc.",49.53,6024510672.57,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cdk
VNQI,Vanguard Global ex-U.S. Real Estate ETF,59.29,5986050438.83,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vnqi
LOPE,"Grand Canyon Education, Inc.",122.23,5897378952.76,n/a,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lope
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",92.49,5871625726.02,n/a,2015,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/olli
NICE,NICE Ltd,139.13,5838188503.43,41962111,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/nice
PEGA,Pegasystems Inc.,73.56,5804479321.08,n/a,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/pega
NVCR,NovoCure Limited,60.33,5777591376.42,n/a,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvcr
JBLU,JetBlue Airways Corporation,18.88,5681875678.4,n/a,2002,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/jblu
ZNGA,Zynga Inc.,6.07,5677166486.74,n/a,2011,Technology,EDP Services,https://www.nasdaq.com/symbol/znga
MDSO,"Medidata Solutions, Inc.",91.01,5670618134.38,n/a,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdso
CASY,"Caseys General Stores, Inc.",154.51,5659804358.17,n/a,1983,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/casy
RP,"RealPage, Inc.",59.58,5635873997.46,n/a,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rp
IUSV,iShares Core S&P U.S. Value ETF,56.5,5630225000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iusv
MPWR,"Monolithic Power Systems, Inc.",130.32,5611188240,n/a,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/mpwr
ASND,Ascendis Pharma A/S,124.33,5604089832.61,45074317,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd
NTRSP,Northern Trust Corporation,25.6,5572520678.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ntrsp
TIGO,Millicom International Cellular S.A.,54.54,5513394060,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tigo
IJT,iShares S&P Small-Cap 600 Growth ETF,181.66,5477049000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ijt
CRON,Cronos Group Inc.,16.43,5471524794.11,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cron
QRTEA,"Qurate Retail, Inc.",12.62,5422147449.46,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/qrtea
QRTEB,"Qurate Retail, Inc.",12.6,5413554505.8,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/qrteb
VGSH,Vanguard Short-Term Treasury ETF,60.925,5383143706.025,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vgsh
BOKF,BOK Financial Corporation,75.07,5363750148.74,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bokf
TREE,"LendingTree, Inc.",415.48,5351028826.52,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tree
IQ,"iQIYI, Inc.",18.26,5329773737.86,291882461,2018,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/iq
VSAT,"ViaSat, Inc.",87.85,5323509526.3,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/vsat
NATI,National Instruments Corporation,40.33,5318162757.09,n/a,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nati
PDD,Pinduoduo Inc.,20.95,5315843279.2,253739536,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pdd
MOMO,Momo Inc.,33.81,5302878092.61,156843481,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/momo
PCTY,Paylocity Holding Corporation,99.14,5246086291.6,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/pcty
MLCO,Melco Resorts & Entertainment Limited,21.64,5231179028.56,241736554,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mlco
ENTG,"Entegris, Inc.",38.5,5217274986,n/a,2000,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/entg
BPOP,"Popular, Inc.",53.1,5131960319.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bpop
HTHT,Huazhu Group Limited,35.18,5129522414.52,145807914,2010,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/htht
ICUI,"ICU Medical, Inc.",248.16,5115671241.12,n/a,1992,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/icui
LECO,"Lincoln Electric Holdings, Inc.",81.35,5108758686.3,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/leco
GWPH,GW Pharmaceuticals Plc,175.8,5099336722.8,29006466,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gwph
SYNH,"Syneos Health, Inc.",48.83,5066375742.53,n/a,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/synh
NTNX,"Nutanix, Inc.",26.98,5017161544.1,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntnx
FCNCA,"First Citizens BancShares, Inc.",439.85,5004747454.25,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcnca
MRNA,"Moderna, Inc.",15.18,4994269638.6,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mrna
TFSL,TFS Financial Corporation,17.81,4986627118.33,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/tfsl
CYBR,CyberArk Software Ltd.,131.46,4944067045.68,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cybr
FLEX,Flex Ltd.,9.55,4908983654.1,n/a,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/flex
SBGI,"Sinclair Broadcast Group, Inc.",53.57,4893834315.7,n/a,1995,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/sbgi
NUAN,"Nuance Communications, Inc.",16.67,4836853160.53,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nuan
TSG,The Stars Group Inc.,16.66,4793335815.1,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/tsg
NXST,"Nexstar Media Group, Inc.",103.46,4768659179.9,n/a,2003,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/nxst
BGNE,"BeiGene, Ltd.",121.18,4697928779.48,38768186,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bgne
